participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
61,0,0,42,25,8,1,1,1,0,1,1,-1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,-1,1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0,0,42,30,10,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,0,42,28,14,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1,0,40,22,15,1,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,1,,-1,1,1,1,,1,1,1,1,0,1,0,-1,1,-1,0,-1,-1,-1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,0,42,28,13,1,1,1,1,1,1,-1,1,1,1,1,-1,0,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,0,42,25,12,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,0,1,1,-1,1,-1,0,1,-1,0,0,-1,1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,0,42,31,9,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0,1,43,30,11,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,0,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
75,0,0,52,33,13,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,,,-1
76,0,0,42,30,9,1,1,1,1,1,1,-1,1,1,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0,0,42,32,8,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0,0,42,30,10,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,1,43,27,9,1,0,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,0,0,0,-1,0,0,1,1,-1,-1,-1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
83,2,1,52,35,17,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,,,,,,,,1,,,,,,,,,1,-1,1,1,-1,1,1,1,-1,,,
84,0,0,42,32,9,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,0,42,25,12,1,0,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,-1,0,0,0,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,0,42,34,8,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,0,11,6,4,-1,,,,,,,-1,,,,-1,,,,,1,1,,,,,,,0,1,,,,,1,,-1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1,1,10,4,1,1,,,1,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,0,0,,,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
91,1,1,31,23,3,1,,1,-1,1,1,1,,1,1,,,1,1,1,1,,1,1,1,1,1,-1,1,,1,1,1,1,-1,1,,0,,,,0,0,,,0,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
92,0,0,42,32,8,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1,0,15,9,4,1,,,1,1,-1,-1,,,,,,,,,0,1,1,,,1,-1,1,,,,,,0,,,,,,,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,0,42,28,13,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,0,42,30,10,1,1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,-1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,0,42,30,12,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1,0,42,27,14,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,0,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,0,42,32,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,0,42,21,3,1,0,1,1,1,1,-1,1,0,0,1,1,0,1,1,1,-1,-1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,0,42,32,10,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,0,42,28,10,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,0,0,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,0,42,28,8,1,1,1,1,1,1,-1,1,1,0,1,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,-1,0,0,-1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,0,42,16,6,1,0,1,1,1,1,-1,1,1,0,0,0,0,1,1,1,-1,-1,0,1,1,1,-1,0,1,1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,0,42,29,9,1,1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,0,-1,1,1,1,1,-1,1,1,1,1,1,0,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,0,42,28,10,1,1,1,0,1,1,-1,1,1,1,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,1,43,29,10,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,-1,-1,0,0,1,-1,1,0,-1,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
113,1,0,16,8,5,1,,1,,,,1,,1,,,1,,,,,,,0,,,1,-1,-1,,,0,,0,-1,,-1,,,-1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1,1,43,25,10,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,-1,1,-1,1,1,-1,1,0,1,1,0,0,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
116,0,0,42,26,8,1,1,1,0,1,1,-1,1,1,1,1,0,0,1,0,1,0,-1,1,1,1,1,1,1,1,0,1,1,0,0,1,-1,1,-1,-1,1,1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,0,42,23,11,1,0,1,1,1,1,-1,0,1,0,0,-1,1,0,1,1,1,-1,1,1,1,1,1,-1,-1,1,0,1,0,1,0,-1,1,-1,-1,1,1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,0,42,28,10,1,1,1,1,1,1,-1,1,1,0,0,0,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1,0,42,24,5,1,1,0,1,1,1,-1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,-1,-1,-1,1,1,0,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,0,42,29,9,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,0,-1,0,0,1,1,1,1,1,1,1,1,0,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1,0,42,25,16,1,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0,0,42,29,8,1,1,1,1,1,1,-1,0,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,0,42,31,8,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,0,0,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,1,53,29,12,1,0,1,1,1,1,-1,1,0,1,0,0,-1,0,1,1,1,-1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,,,,,,,,,,,,,,1,,,1,-1,1,-1,1,0,1,1,0,,,0
129,0,0,42,26,10,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,-1,0,1,1,1,1,0,1,1,1,1,0,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,0,42,26,8,1,1,1,1,1,1,-1,1,1,1,1,0,0,0,1,1,0,-1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,-1,-1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,0,0,42,29,7,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,0,0,0,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1,0,42,17,13,1,1,1,0,1,1,-1,0,0,0,0,0,1,0,1,0,1,-1,-1,1,1,0,1,1,-1,1,0,0,0,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0,0,42,29,13,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,0,42,29,8,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,-1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2,0,52,35,9,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,0,1,0,1,0,0,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,-1,,,1
137,1,0,6,3,3,-1,,1,,,,1,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,1,43,26,10,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,-1,1,0,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,-1,0,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
140,0,0,42,28,7,1,1,1,1,1,1,-1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,-1,1,-1,0,1,-1,-1,1,1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,3,0,42,17,20,1,-1,-1,1,1,0,1,0,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,0,1,0,0,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,3,0,42,15,12,-1,1,1,-1,-1,1,1,-1,1,1,0,1,1,1,1,1,0,1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,0,42,32,9,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,0,42,26,12,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,0,-1,0,1,1,1,1,1,-1,1,1,0,0,-1,1,-1,1,-1,-1,1,1,-1,1,-1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
