topic,A Universal Basic Income for Aotearoa NZ?
url,https://pol.is/4yy3sh84js
views,234
voters,234
voters-in-conv,234
commenters,19
comments,70
groups,4
conversation-description,"This HiveMind is  __*closed*__

Thankyou to the 234 people who participated. 

The results of this engagement on Universal Basic Income (UBI) are presented below. 
"
