participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,8,9,10,12,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296
0,0,69,189,127,29,1,1,-1,1,1,0,1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,0,0,1,0,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,0,1,1,-1,-1,-1,1,,-1,1,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,,1,0,1,0,0,0,1,1,1,1,0,1,1,,1,,1,1,,1,0,1,1,0,1,0,-1,-1,0,1,0,,,,1,1,1,,,,,,0,-1,0,1,,1,1,,,,,,1,,,1,,,,,,,0,,,1,0,,1,,0,0,0,1,1,0,,0,,0,,,0,1,-1,,-1,,,,,,,,1,0,,,,,,1,,1,,,,,,,,-1,1,1,0,,,,1,,-1,1,1,,,,1,,,1,,,,,1,1,1,,1,1,1,1,,1,1,1,,1,1,1,1,0,,1,,1,-1,0,,1,,1,1,,,,,1,,1,1,,1,1,-1,,,1,1,,,,1,,,,,,,-1,,,1,1,,,1,,,,,,,
1,0,0,54,30,17,-1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,0,-1,1,1,1,-1,0,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,0,-1,0,-1,1,1,0,0,-1,1,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,54,31,12,0,1,-1,1,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,-1,-1,1,0,1,1,1,1,0,-1,0,1,0,0,1,-1,-1,1,-1,-1,1,-1,1,1,1,0,1,1,1,1,0,1,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,0,54,16,15,1,0,-1,0,0,-1,1,0,0,0,0,-1,-1,1,0,1,0,1,-1,0,1,0,-1,-1,0,-1,-1,-1,0,0,-1,1,1,1,1,0,-1,0,0,1,1,1,0,0,0,0,-1,-1,0,1,1,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0,54,31,15,-1,1,-1,-1,1,0,1,1,-1,-1,1,-1,1,1,1,1,0,1,1,-1,1,0,1,1,1,-1,1,0,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,-1,1,0,1,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,54,27,9,0,1,1,1,1,1,1,1,0,0,1,-1,1,1,1,0,1,1,-1,-1,0,1,1,0,1,-1,0,-1,0,0,-1,1,1,1,0,1,-1,-1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,0,54,22,3,0,0,0,0,0,0,1,1,0,-1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,-1,0,0,0,0,0,1,0,1,1,1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,57,24,1,0,0,0,0,0,0,1,0,0,0,0,,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0,57,35,13,-1,1,1,1,1,0,1,1,-1,-1,1,,1,1,0,-1,1,1,0,-1,1,0,1,1,1,0,1,,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,1,-1,0,-1,1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,0,57,22,12,0,1,-1,1,1,1,1,1,0,-1,1,,1,1,0,0,0,1,1,0,-1,0,0,1,0,-1,1,,0,0,0,0,1,0,-1,1,-1,-1,1,0,0,0,0,0,1,1,0,1,-1,1,-1,-1,0,0,0,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,0,69,42,16,-1,1,0,1,0,-1,1,1,1,-1,1,,1,1,1,-1,-1,1,0,0,1,0,1,1,1,-1,1,,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,0,,-1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,1,58,29,21,1,1,1,1,0,1,-1,0,-1,1,-1,,1,1,1,-1,1,1,-1,0,-1,1,1,-1,1,1,0,,-1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,0,0,-1,-1,1,1,1,-1,0,-1,-1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,3,65,35,21,-1,1,-1,0,1,-1,1,1,1,-1,1,,1,1,1,-1,-1,1,0,0,0,-1,-1,1,0,-1,1,,0,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,3,67,36,25,-1,1,-1,-1,0,-1,1,1,1,-1,1,,1,1,1,1,-1,1,0,-1,-1,-1,1,1,1,-1,0,,1,1,-1,1,1,-1,-1,1,0,-1,1,1,0,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,1,-1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,0,67,35,22,-1,1,-1,0,1,-1,1,1,1,-1,1,,1,0,1,1,-1,0,-1,1,0,-1,1,1,1,-1,1,,1,1,-1,-1,-1,-1,0,-1,1,1,1,1,0,0,1,-1,1,1,0,1,0,1,1,1,1,-1,1,1,-1,-1,1,0,1,-1,-1,-1,-1,,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,0,67,37,21,0,0,-1,1,1,-1,1,1,1,-1,1,,1,1,1,1,-1,1,-1,-1,1,-1,0,1,1,-1,1,,0,1,0,-1,-1,-1,0,-1,1,0,1,1,1,0,1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,1,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,1,68,31,23,0,1,-1,-1,0,-1,1,1,1,-1,1,,1,1,1,0,0,1,-1,-1,-1,-1,0,1,1,-1,0,,1,1,-1,-1,0,-1,-1,1,0,0,1,1,0,-1,-1,-1,1,1,-1,1,0,1,1,1,1,-1,1,-1,-1,0,1,-1,-1,-1,1,0,1,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,0,68,44,24,-1,1,-1,1,1,-1,1,1,1,-1,1,,1,1,1,1,-1,1,-1,-1,1,-1,1,1,1,-1,1,,1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,,-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,0,69,34,28,0,-1,-1,1,-1,-1,1,1,1,-1,1,,-1,1,1,-1,1,1,-1,-1,0,0,1,1,1,-1,-1,,1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,0,1,-1,1,1,1,0,-1,1,1,0,1,1,-1,1,-1,-1,-1,1,,-1,1,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,10,79,45,24,-1,-1,-1,0,-1,-1,1,1,1,-1,1,,1,0,1,1,0,1,1,0,-1,-1,1,1,0,-1,1,,1,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,0,1,1,-1,1,1,-1,1,1,1,-1,-1,1,0,1,1,-1,-1,-1,1,-1,1,,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,2,83,43,20,-1,0,-1,0,0,-1,1,0,1,-1,1,,0,1,1,1,-1,1,0,0,0,-1,0,1,0,-1,1,,1,0,-1,0,0,0,0,-1,1,0,1,1,1,0,1,0,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,0,1,1,-1,1,-1,1,-1,1,,0,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,1,80,46,25,-1,1,-1,-1,-1,-1,1,1,1,-1,1,,1,1,1,1,-1,1,0,1,-1,-1,1,1,-1,-1,1,,1,1,0,-1,0,0,-1,1,1,-1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,1,1,-1,1,0,-1,1,1,-1,1,-1,-1,-1,-1,,1,1,1,1,1,-1,-1,0,1,1,1,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,0,121,68,30,1,1,-1,0,1,-1,1,1,-1,-1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,,1,0,1,-1,-1,0,1,1,-1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,,-1,1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,1,,0,-1,1,-1,1,0,1,1,1,1,0,1,0,,-1,,-1,0,,0,0,1,1,0,-1,0,-1,-1,0,1,-1,,,,1,1,,,,,,,0,-1,0,1,,0,,0,,,,,,,,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1,3,85,50,26,1,1,-1,-1,0,1,1,1,-1,0,1,,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,0,,1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,0,-1,-1,0,-1,1,-1,-1,-1,1,,-1,1,-1,1,1,1,1,1,1,1,-1,1,0,1,0,1,1,-1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,3,86,50,19,0,0,-1,0,0,-1,1,1,1,-1,1,,1,1,1,1,-1,1,1,0,1,0,1,1,1,-1,1,,1,0,1,-1,-1,-1,-1,0,1,-1,1,1,1,0,1,-1,1,1,-1,1,0,1,1,1,0,-1,1,0,-1,0,1,-1,-1,-1,1,-1,1,,0,1,1,1,1,-1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,5,88,43,24,-1,0,-1,0,-1,-1,1,0,1,-1,1,,0,1,1,1,-1,1,0,-1,-1,-1,0,1,-1,-1,1,,0,0,-1,0,0,0,0,-1,1,-1,1,1,1,0,1,0,1,1,0,1,-1,1,1,0,1,-1,1,-1,0,1,1,-1,1,-1,-1,-1,0,,-1,1,0,1,1,-1,1,0,1,1,1,0,-1,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,0,83,38,27,-1,0,1,1,0,-1,1,1,1,-1,1,,1,1,1,-1,0,1,-1,-1,-1,-1,1,1,1,0,1,,0,1,0,1,1,-1,-1,0,0,-1,1,0,1,-1,1,-1,1,1,0,0,-1,1,1,1,1,-1,1,0,-1,0,0,-1,-1,1,-1,-1,-1,,-1,1,1,0,1,-1,-1,-1,1,1,1,0,0,-1,1,-1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
