timestamp,datetime,comment-id,author-id,agrees,disagrees,moderated,comment-body
1627531167586,Wed Jul 28 20:59:27 PDT 2021,277,357,1,0,-1,All LB Board members should have 5 year term limits.
1627568821508,Thu Jul 29 07:27:01 PDT 2021,282,365,8,14,1,The Land Bank Tax at 1% should be made permanent.
1625693947062,Wed Jul 07 14:39:07 PDT 2021,193,175,1,0,-1,A big part of what attracted us to Lopez Island is all the public land.  Love Stonecrest Farm and would like to see more actions like it.
1627532272966,Wed Jul 28 21:17:52 PDT 2021,278,358,1,0,-1,No agriculture on LB properties
1627521376783,Wed Jul 28 18:16:16 PDT 2021,272,355,1,0,-1,The Land Bank needs to take better care of its' farm land.  Some farmers are doing a good job but others don't seem to care.
1626716146771,Mon Jul 19 10:35:46 PDT 2021,224,289,1,0,-1,"I think the county could add up the costs/benefits, tangible and intangible, of tourism in the San Juan islands and keep track of it."
1626908252370,Wed Jul 21 15:57:32 PDT 2021,230,299,1,0,-1,The Land Bank should not play a role in advocating for or subsidizing agricultural enterprise.
1627188565659,Sat Jul 24 21:49:25 PDT 2021,263,318,14,6,1,"Coffelt farm preserve should be accessible to many islanders who want to farm, not just one for profit limited liability company"
1625246694413,Fri Jul 02 10:24:54 PDT 2021,169,107,1,0,-1,The Land Bank lets those of us who can't own huge parcels of land enjoy the beauty of our home
1627517082561,Wed Jul 28 17:04:42 PDT 2021,271,351,25,1,1,Hold meetings at times when a greater diversity of community members than is currently able to attend can participate.
1625845639042,Fri Jul 09 08:47:19 PDT 2021,201,215,1,0,-1,Thank you for sponsoring this survey.
1627087557804,Fri Jul 23 17:45:57 PDT 2021,257,311,1,0,-1,Land Band public meetings are too often unprofessional
1627086079944,Fri Jul 23 17:21:19 PDT 2021,256,310,1,0,-1,LB commissioners and executive director should demonstrate more professionalism in public meetings
1627084908613,Fri Jul 23 17:01:48 PDT 2021,255,309,23,22,1,"Resource extraction activities such as farming, logging, and mining should be prohibited on land bank properties."
1627084796794,Fri Jul 23 16:59:56 PDT 2021,254,309,34,9,1,Access to Land Bank properties  should limited to low intensity activities like hiking.
1626910453542,Wed Jul 21 16:34:13 PDT 2021,253,299,1,0,-1,"Land Bank leaders would be wise to broaden outreach ahead of next vote, expanding their pool of support and allies."
1626910234026,Wed Jul 21 16:30:34 PDT 2021,252,299,6,26,1,"The Land Bank has done little to serve the jurisdiction of Friday Harbor, despite many opportunities to do so."
1626910110811,Wed Jul 21 16:28:30 PDT 2021,251,299,1,0,-1,"If I were fortunate enough to own property next to a Land Bank property, I would be overjoyed at having a public park as my neighbor."
1626910033812,Wed Jul 21 16:27:13 PDT 2021,250,299,18,10,1,The Land Bank has suffered due to irrational attacks from large volume property owners adjacent to Land Bank holdings.
1626909953255,Wed Jul 21 16:25:53 PDT 2021,249,299,16,33,1,The Land Bank should make some timberlands available for carefully managed personal use firewood harvest by island residents.
1626909845901,Wed Jul 21 16:24:05 PDT 2021,248,299,30,18,1,"Agriculture has taken on an out-sized role in Land Bank operations, detracting from more essential and valuable efforts."
1626909750514,Wed Jul 21 16:22:30 PDT 2021,247,299,1,0,-1,The Land Bank has a critical role to play in building a network of trails across the islands.
1626909503196,Wed Jul 21 16:18:23 PDT 2021,246,299,31,3,1,I am grateful for the Land Bank.
1626909487114,Wed Jul 21 16:18:07 PDT 2021,245,299,1,0,-1,Public access and recreational needs are a key part of Land Bank mission and should factor into acquisition and management plans.
1626909347142,Wed Jul 21 16:15:47 PDT 2021,244,299,7,21,1,"Given the local focus of the Land Bank, climate change should not demand significant staff time or other Land Bank resources."
1626909232542,Wed Jul 21 16:13:52 PDT 2021,243,299,53,4,1,The Land Bank would benefit from a visible and engaging leader who builds strong relationships with a wide variety of island groups.
1626909170860,Wed Jul 21 16:12:50 PDT 2021,242,299,28,15,1,"The Land Bank devotes excessive staff time to arbitrarily identified ""restoration"" projects, with no clear overall strategy or vision."
1626909086616,Wed Jul 21 16:11:26 PDT 2021,241,299,59,2,1,Thoughtfully structured access to Land Bank lands is compatible with preserving the natural habitat.
1626908999844,Wed Jul 21 16:09:59 PDT 2021,240,299,27,23,1,The Land Bank focus on agriculture is detracting from other more valuable and important missions.
1626908954743,Wed Jul 21 16:09:14 PDT 2021,239,299,1,0,-1,The Land Bank is a critical ingredient to keeping the islands beautiful and comfortable for islanders.
1626908895257,Wed Jul 21 16:08:15 PDT 2021,238,299,30,16,1,The vast majority of Land Bank managed properties are unknown and/or inaccessible to the vast majority of island residents.
1626908830250,Wed Jul 21 16:07:10 PDT 2021,237,299,14,18,1,The Land Bank has become a somewhat overstuffed and over comfortable organization that has strayed from its core mission of protecting land.
1626908750611,Wed Jul 21 16:05:50 PDT 2021,236,299,28,16,1,The Land Bank Commissioners reflect a somewhat dated and one sided view of what the Land Banks is and should be.
1626908646728,Wed Jul 21 16:04:06 PDT 2021,235,299,1,0,-1,"The Land Bank should further increase support for additional user groups: hunters, fishing, bikers, geo cache, etc."
1626908559606,Wed Jul 21 16:02:39 PDT 2021,234,299,29,33,1,There is no true wilderness remaining in the islands. Ensuring public recreational access should be Land Bank's primary mission.
1626908506829,Wed Jul 21 16:01:46 PDT 2021,233,299,41,19,1,"All Land Bank properties and easements should include a clear plan for public access, including parking, trails, and other services."
1626908422663,Wed Jul 21 16:00:22 PDT 2021,232,299,18,25,1,The Land Bank often serves as an ally to high income property owners looking to minimize their taxes and/or ensure privacy.
1626908323497,Wed Jul 21 15:58:43 PDT 2021,231,299,34,16,1,The Land Bank does a poor job or serving or including those who are not traditional supporters of the the Land Bank mission.
