topic,Can there be consensus on Brexit?
url,https://pol.is/7wmvbjcjhp
views,204
voters,204
voters-in-conv,204
commenters,11
comments,50
groups,2
conversation-description,"An experimental Pol.Is question. The intractable and fuzzy nature of Brexit means many people ostensibly on the same side end up fighting it out. Is there any consensus to be had? Since Pol.Is can apparently find that out, it seems like a good tool to use."
